status,character,skillType,rowType,officialLabel,baseLabel,baseLv10,officialLv10,multiplierCount,compositeOfficialLabel
same,爱弥斯,共鸣技能,damage,合击·突刺·兵装融合伤害,合击·突刺·兵装融合伤害,26.92%+40.38%+67.29%,26.92%+40.38%+67.29%,20,
same,爱弥斯,共鸣技能,damage,合击·突刺·启明之音伤害,合击·突刺·启明之音伤害,16.33%*3+114.28%,16.33%*3+114.28%,20,
same,爱弥斯,共鸣技能,damage,普攻·机兵第一段伤害,普攻·机兵第一段伤害,23.20%*3,23.20%*3,20,
same,爱弥斯,共鸣技能,damage,普攻·机兵第二段伤害,普攻·机兵第二段伤害,18.57%+74.26%,18.57%+74.26%,20,
same,爱弥斯,共鸣技能,damage,普攻·机兵第三段伤害,普攻·机兵第三段伤害,3.89%*6+81.54%+11.65%,3.89%*6+81.54%+11.65%,20,
same,爱弥斯,共鸣技能,damage,普攻·机兵第四段伤害,普攻·机兵第四段伤害,40.38%+94.21%,40.38%+94.21%,20,
same,爱弥斯,共鸣技能,damage,重击·机兵·一段蓄力伤害,重击·机兵·一段蓄力伤害,92.83%,92.83%,20,
same,爱弥斯,共鸣技能,damage,重击·机兵·二段蓄力伤害,重击·机兵·二段蓄力伤害,232.00%,232.00%,20,
same,爱弥斯,共鸣技能,damage,空中攻击·机兵伤害,空中攻击·机兵伤害,73.35%+4.32%*3,73.35%+4.32%*3,20,
same,爱弥斯,共鸣技能,damage,闪避反击·机兵伤害,闪避反击·机兵伤害,9.45%*6+198.44%+28.35%,9.45%*6+198.44%+28.35%,20,
same,爱弥斯,共鸣回路,damage,光翼共奏·登台伤害,光翼共奏·登台伤害,17.90%*4+35.79%*3+178.93%,17.90%*4+35.79%*3+178.93%,20,
same,爱弥斯,共鸣回路,damage,光翼共奏·降临伤害,光翼共奏·降临伤害,17.90%+14.92%*6+23.86%*3+59.65%*3,17.90%+14.92%*6+23.86%*3+59.65%*3,20,
same,爱弥斯,共鸣回路,damage,震谐响应·星爆伤害,震谐响应·星爆伤害,596.43%,596.43%,20,
same,爱弥斯,共鸣回路,damage,光翼共奏追加伤害（每次）,光翼共奏追加伤害（每次）,109.35%,109.35%,20,
same,爱弥斯,共鸣解放,damage,星辉破界而来·过载伤害,星辉破界而来·过载伤害,200.80%+267.74%*3,200.80%+267.74%*3,20,
same,爱弥斯,共鸣解放,damage,星辉破界而来·终结伤害,星辉破界而来·终结伤害,1789.29%,1789.29%,20,
same,爱弥斯,变奏技能,damage,以旋律穿越长空伤害,以旋律穿越长空伤害,13.46%*2+107.66%,13.46%*2+107.66%,20,
same,爱弥斯,变奏技能,damage,携星辉降临于此伤害,携星辉降临于此伤害,65.30%+97.95%,65.30%+97.95%,20,
same,莫宁,常态攻击,damage,普攻第一段伤害,普攻第一段伤害,22.27%+16.71%*2,22.27%+16.71%*2,20,
same,莫宁,常态攻击,damage,普攻第二段伤害,普攻第二段伤害,23.86%+23.86%+17.90%*4,23.86%+23.86%+17.90%*4,20,
same,莫宁,常态攻击,damage,普攻第三段伤害,普攻第三段伤害,41.36%+10.34%*6,41.36%+10.34%*6,20,
same,莫宁,常态攻击,damage,普攻第四段伤害,普攻第四段伤害,135.20%,135.20%,20,
same,莫宁,常态攻击,damage,普攻·广域观测模式第一段伤害,普攻·广域观测模式第一段伤害,13.92%*4,13.92%*4,20,
same,莫宁,常态攻击,damage,普攻·广域观测模式第二段伤害,普攻·广域观测模式第二段伤害,25.85%*4,25.85%*4,20,
same,莫宁,常态攻击,damage,普攻·广域观测模式第三段伤害,普攻·广域观测模式第三段伤害,9.31%*4+33.09%*2,9.31%*4+33.09%*2,20,
same,莫宁,常态攻击,damage,重击伤害,重击伤害,11.10%+11.10%+14.80%,11.10%+11.10%+14.80%,20,
same,莫宁,常态攻击,damage,空中攻击伤害,空中攻击伤害,98.61%,98.61%,20,
same,莫宁,常态攻击,damage,闪避反击伤害,闪避反击伤害,162.23%,162.23%,20,
same,莫宁,常态攻击,damage,闪避反击·广域观测模式伤害,闪避反击·广域观测模式伤害,25.85%*4,25.85%*4,20,
same,莫宁,共鸣技能,damage,最优求解伤害,最优求解伤害,179.73%,179.73%,20,
same,莫宁,共鸣技能,damage,分布式阵列伤害,分布式阵列伤害,39.77%*4,39.77%*4,20,
same,莫宁,共鸣技能,healing,分布式阵列治疗量,分布式阵列治疗量,427+113.40%,427+113.40%,20,
same,莫宁,共鸣技能,healing,期望误差治疗量,期望误差治疗量,94+24.94%,94+24.94%,20,
same,莫宁,共鸣回路,damage,谐振场伤害,谐振场伤害,39.77%*5,39.77%*5,20,
same,莫宁,共鸣回路,damage,重击·位势转换伤害,重击·位势转换伤害,44.14%+99.02%,44.14%+99.02%,20,
same,莫宁,共鸣回路,damage,重击·反演伤害,重击·反演伤害,258.46%,258.46%,20,
same,莫宁,共鸣回路,damage,震谐响应·粒子射流伤害,震谐响应·粒子射流伤害,298.22%,298.22%,20,
same,莫宁,共鸣回路,healing,谐振场治疗量,谐振场治疗量,76+20.24%,76+20.24%,20,
unmapped_official,莫宁,共鸣解放,damage,技能伤害,,,522.33%,,
unmapped_official,莫宁,变奏技能,damage,技能伤害,,,202.79%,,
same,千咲,常态攻击,damage,第一段伤害,第一段伤害,16.71%*2,16.71%*2,20,
same,千咲,常态攻击,damage,第二段伤害,第二段伤害,9.55%+19.09%+66.81%,9.55%+19.09%+66.81%,20,
same,千咲,常态攻击,damage,断命之铗伤害,断命之铗伤害,29.81%+14.91%+104.34%,29.81%+14.91%+104.34%,20,
same,千咲,常态攻击,damage,断命之铗额外伤害,断命之铗额外伤害,47.78%,47.78%,20,
same,千咲,常态攻击,damage,撤弦伤害,撤弦伤害,10.15%*2+47.35%,10.15%*2+47.35%,20,
same,千咲,常态攻击,damage,纷裂贯穿伤害,纷裂贯穿伤害,15.11%*4+90.66%,15.11%*4+90.66%,20,
same,千咲,常态攻击,damage,重击伤害,重击伤害,35.79%*2,35.79%*2,20,
same,千咲,常态攻击,damage,空中攻击伤害,空中攻击伤害,73.96%,73.96%,20,
same,千咲,常态攻击,damage,碎响切面伤害,碎响切面伤害,44.74%*2,44.74%*2,20,
same,千咲,常态攻击,damage,垂落终焉伤害,垂落终焉伤害,11.93%+23.86%*2+59.65%,11.93%+23.86%*2+59.65%,20,
same,千咲,常态攻击,damage,闪避反击伤害,闪避反击伤害,23.86%+47.72%+167.01%,23.86%+47.72%+167.01%,20,
same,千咲,常态攻击,damage,解弦之眼·收弦伤害,解弦之眼·收弦伤害,178.93%,178.93%,20,
same,千咲,常态攻击,healing,断命之铗治疗量,断命之铗治疗量,1140+50.40%,1140+50.40%,20,
same,千咲,共鸣技能,damage,解弦之眼伤害,解弦之眼伤害,35.79%,35.79%,20,
same,千咲,共鸣技能,damage,齿轨轮回伤害,齿轨轮回伤害,17.45%*8,17.45%*8,20,
same,千咲,共鸣技能,damage,齿轨轮回长按伤害,齿轨轮回长按伤害,7.46%*16,7.46%*16,20,
same,千咲,共鸣回路,damage,锯环·疾攻第一段伤害,锯环·疾攻第一段伤害,11.49%*6,11.49%*6,20,
same,千咲,共鸣回路,damage,锯环·疾攻第二段伤害,锯环·疾攻第二段伤害,10.64%*8,10.64%*8,20,
same,千咲,共鸣回路,damage,锯环·疾攻第三段伤害,锯环·疾攻第三段伤害,15.98%*8,15.98%*8,20,
same,千咲,共鸣回路,damage,锯环·终结伤害,锯环·终结伤害,51.54%+206.13%,51.54%+206.13%,20,
same,千咲,共鸣回路,damage,锯环·疾攻第二段长按伤害,锯环·疾攻第二段长按伤害,10.64%*10,10.64%*10,20,
same,千咲,共鸣回路,damage,锯环·疾攻第二段·折鸣伤害,锯环·疾攻第二段·折鸣伤害,3.58%*3,3.58%*3,20,
same,千咲,共鸣回路,damage,锯环·疾攻第三段长按伤害,锯环·疾攻第三段长按伤害,15.98%*6,15.98%*6,20,
same,千咲,共鸣回路,damage,锯环·疾攻第三段·坠响伤害,锯环·疾攻第三段·坠响伤害,3.58%*3,3.58%*3,20,
same,千咲,共鸣回路,damage,电锯模式·闪避反击伤害,电锯模式·闪避反击伤害,10.64%*8,10.64%*8,20,
same,千咲,共鸣回路,damage,电锯模式·闪避反击长按伤害,电锯模式·闪避反击长按伤害,10.64%*10,10.64%*10,20,
unmapped_official,千咲,共鸣解放,damage,技能伤害,,,954.29%,,
same,千咲,共鸣解放,healing,治疗量,治疗量,2660+117.60%,2660+117.60%,20,
unmapped_official,千咲,变奏技能,damage,技能伤害,,,95.43%,,
same,仇远,常态攻击,damage,第一段伤害,第一段伤害,41.76%,41.76%,20,
same,仇远,常态攻击,damage,第二段伤害,第二段伤害,34.80%+34.80%,34.80%+34.80%,20,
same,仇远,常态攻击,damage,第三段伤害,第三段伤害,24.64%+24.64%+24.64%+24.64%+65.69%,24.64%+24.64%+24.64%+24.64%+65.69%,20,
same,仇远,常态攻击,damage,空中攻击伤害,空中攻击伤害,116.91%,116.91%,20,
same,仇远,常态攻击,damage,重击伤害,重击伤害,165.61%,165.61%,20,
same,仇远,常态攻击,damage,闪避反击伤害,闪避反击伤害,194.84%+27.84%*3,194.84%+27.84%*3,20,
unmapped_official,仇远,共鸣技能,damage,技能伤害,,,71.84%*3,,
same,仇远,共鸣技能,damage,不辞远伤害,不辞远伤害,32.33%+32.33%*3+86.21%,32.33%+32.33%*3+86.21%,20,
same,仇远,共鸣回路,damage,答剑·质黑相青第一段伤害,答剑·质黑相青第一段伤害,59.65%+59.65%,59.65%+59.65%,20,
same,仇远,共鸣回路,damage,答剑·质黑相青第二段伤害,答剑·质黑相青第二段伤害,55.65%+55.65%+74.20%,55.65%+55.65%+74.20%,20,
same,仇远,共鸣回路,damage,答剑·质黑相青第三段伤害,答剑·质黑相青第三段伤害,14.58%+14.58%*4+72.87%,14.58%+14.58%*4+72.87%,20,
same,仇远,共鸣回路,damage,答剑·质黑相青第四段伤害,答剑·质黑相青第四段伤害,172.37%,172.37%,20,
unmapped_official,仇远,共鸣回路,damage,答剑·弦歌不缀伤害,,,91.44%+91.44%+91.44%+91.44%+91.44%,,
same,仇远,共鸣回路,damage,答剑·割股之心伤害,答剑·割股之心伤害,38.44%*3+31.45%+31.45%+31.45%,38.44%*3+31.45%+31.45%+31.45%,20,
same,仇远,共鸣回路,damage,答剑·忠烈死节伤害,答剑·忠烈死节伤害,217.70%,217.70%,20,
unmapped_official,仇远,共鸣解放,damage,技能伤害,,,795.24%,,
unmapped_official,仇远,变奏技能,damage,技能伤害,,,9.55%*5+47.72%+143.15%,,
same,嘉贝莉娜,常态攻击,damage,普攻第一段伤害,普攻第一段伤害,59.18%,59.18%,20,
same,嘉贝莉娜,常态攻击,damage,普攻第二段伤害,普攻第二段伤害,26.31%+26.31%+78.91%,26.31%+26.31%+78.91%,20,
same,嘉贝莉娜,常态攻击,damage,普攻第三段伤害,普攻第三段伤害,28.60%+28.60%+42.89%+42.89%,28.60%+28.60%+42.89%+42.89%,20,
same,嘉贝莉娜,常态攻击,damage,普攻第四段伤害,普攻第四段伤害,177.86%,177.86%,20,
same,嘉贝莉娜,常态攻击,damage,闪避反击·血债将偿伤害,闪避反击·血债将偿伤害,41.05%+41.05%+61.57%+61.57%,41.05%+41.05%+61.57%+61.57%,20,
same,嘉贝莉娜,常态攻击,damage,空中攻击·枪弹暴雨下落攻击伤害,空中攻击·枪弹暴雨下落攻击伤害,143.15%,143.15%,20,
same,嘉贝莉娜,常态攻击,damage,空中攻击·枪弹暴雨持续扫射伤害,空中攻击·枪弹暴雨持续扫射伤害,26.84%,26.84%,20,
same,嘉贝莉娜,常态攻击,damage,重击·燧发杀戮第一段伤害,重击·燧发杀戮第一段伤害,53.30%+53.30%,53.30%+53.30%,20,
same,嘉贝莉娜,常态攻击,damage,重击·燧发杀戮第二段伤害,重击·燧发杀戮第二段伤害,34.59%*2,34.59%*2,20,
same,嘉贝莉娜,常态攻击,damage,重击·燧发杀戮第三段伤害,重击·燧发杀戮第三段伤害,16.77%*3+117.39%,16.77%*3+117.39%,20,
same,嘉贝莉娜,共鸣技能,damage,共鸣技能·迫近伤害,共鸣技能·迫近伤害,10.74%+25.04%,10.74%+25.04%,20,
same,嘉贝莉娜,共鸣技能,damage,共鸣技能·恶翼扬升伤害,共鸣技能·恶翼扬升伤害,51.57%+51.57%,51.57%+51.57%,20,
unmapped_official,嘉贝莉娜,共鸣回路,damage,地狱穿行伤害,,,666,,
same,嘉贝莉娜,共鸣回路,damage,普攻·炽天猎杀第一段伤害,普攻·炽天猎杀第一段伤害,58.99%,58.99%,20,
same,嘉贝莉娜,共鸣回路,damage,普攻·炽天猎杀第二段伤害,普攻·炽天猎杀第二段伤害,27.84%+27.84%+83.51%,27.84%+27.84%+83.51%,20,
same,嘉贝莉娜,共鸣回路,damage,普攻·炽天猎杀第三段伤害,普攻·炽天猎杀第三段伤害,24.32%*3+170.21%,24.32%*3+170.21%,20,
same,嘉贝莉娜,共鸣回路,damage,普攻·炽天猎杀第四段伤害,普攻·炽天猎杀第四段伤害,18.15%*3+127.02%,18.15%*3+127.02%,20,
same,嘉贝莉娜,共鸣回路,damage,普攻·炽天猎杀第五段伤害,普攻·炽天猎杀第五段伤害,67.28%+156.99%,67.28%+156.99%,20,
same,嘉贝莉娜,共鸣回路,damage,重击·炼羽裁决第一段伤害,重击·炼羽裁决第一段伤害,59.22%+59.22%,59.22%+59.22%,20,
same,嘉贝莉娜,共鸣回路,damage,重击·炼羽裁决第二段伤害,重击·炼羽裁决第二段伤害,38.35%*2,38.35%*2,20,
same,嘉贝莉娜,共鸣回路,damage,重击·炼羽裁决第三段伤害,重击·炼羽裁决第三段伤害,17.69%*3+123.77%,17.69%*3+123.77%,20,
same,嘉贝莉娜,共鸣回路,damage,闪避反击·罪业当涤伤害,闪避反击·罪业当涤伤害,32.10%*3+224.70%,32.10%*3+224.70%,20,
same,嘉贝莉娜,共鸣回路,damage,空中攻击·火狱暴雨下落攻击伤害,空中攻击·火狱暴雨下落攻击伤害,159.05%,159.05%,20,
same,嘉贝莉娜,共鸣回路,damage,空中攻击·火狱暴雨持续扫射伤害,空中攻击·火狱暴雨持续扫射伤害,29.83%,29.83%,20,
same,嘉贝莉娜,共鸣回路,damage,共鸣技能·掠袭伤害,共鸣技能·掠袭伤害,10.74%+25.04%,10.74%+25.04%,20,
same,嘉贝莉娜,共鸣解放,damage,共鸣解放·炼净伤害,共鸣解放·炼净伤害,110.90%+90.74%*11,110.90%+90.74%*11,20,
same,嘉贝莉娜,变奏技能,damage,变奏技能·永火上膛伤害,变奏技能·永火上膛伤害,94.12%,94.12%,20,
same,尤诺,常态攻击,damage,月环·普攻第一段伤害,月环·普攻第一段伤害,87.68%,87.68%,20,
same,尤诺,常态攻击,damage,月环·普攻第二段伤害,月环·普攻第二段伤害,46.06%*2+47.46%,46.06%*2+47.46%,20,
same,尤诺,常态攻击,damage,月环·普攻第三段伤害,月环·普攻第三段伤害,87.98%*2+90.65%,87.98%*2+90.65%,20,
same,尤诺,常态攻击,damage,月弓·普攻第一段伤害,月弓·普攻第一段伤害,126.45%,126.45%,20,
same,尤诺,常态攻击,damage,月弓·普攻第二段伤害,月弓·普攻第二段伤害,55.67%*3,55.67%*3,20,
same,尤诺,常态攻击,damage,月弓·普攻第三段伤害,月弓·普攻第三段伤害,167.01%*2,167.01%*2,20,
same,尤诺,常态攻击,damage,月弓·闪避反击伤害,月弓·闪避反击伤害,103.39%*3,103.39%*3,20,
same,尤诺,共鸣技能,damage,原初的律动伤害,原初的律动伤害,18.65%*7+130.52%,18.65%*7+130.52%,20,
same,尤诺,共鸣技能,damage,告终的喧响伤害,告终的喧响伤害,140.73%*2+145.00%,140.73%*2+145.00%,20,
same,尤诺,共鸣技能,damage,未终的喧响伤害,未终的喧响伤害,140.73%*2+145.00%,140.73%*2+145.00%,20,
same,尤诺,共鸣技能,damage,越限的弦引伤害,越限的弦引伤害,219.79%*2,219.79%*2,20,
same,尤诺,共鸣回路,damage,流变·月弓伤害,流变·月弓伤害,250.51%,250.51%,20,
same,尤诺,共鸣回路,damage,流变·月环伤害,流变·月环伤害,79.18%*4,79.18%*4,20,
same,尤诺,共鸣回路,damage,月弓·普攻第一段强化伤害,月弓·普攻第一段强化伤害,205.97%,205.97%,20,
same,尤诺,共鸣回路,damage,月弓·普攻第二段强化伤害,月弓·普攻第二段强化伤害,95.43%*3,95.43%*3,20,
same,尤诺,共鸣回路,damage,月弓·普攻第三段强化伤害,月弓·普攻第三段强化伤害,266.41%*2,266.41%*2,20,
same,尤诺,共鸣回路,damage,月弓·闪避反击强化伤害,月弓·闪避反击强化伤害,156.40%*3,156.40%*3,20,
same,尤诺,共鸣回路,damage,越限的弦引强化伤害,越限的弦引强化伤害,319.19%*2,319.19%*2,20,
same,尤诺,共鸣回路,damage,至臻的完满伤害,至臻的完满伤害,159.05%,159.05%,20,
same,尤诺,共鸣回路,healing,月弓·普攻第一段治疗量,月弓·普攻第一段治疗量,25.91%,25.91%,20,
same,尤诺,共鸣回路,healing,月弓·普攻第二段治疗量,月弓·普攻第二段治疗量,25.91%,25.91%,20,
same,尤诺,共鸣回路,healing,月弓·普攻第三段治疗量,月弓·普攻第三段治疗量,48.57%,48.57%,20,
same,尤诺,共鸣回路,healing,月弓·闪避反击治疗量,月弓·闪避反击治疗量,32.38%,32.38%,20,
same,尤诺,共鸣回路,healing,越限的弦引治疗量,越限的弦引治疗量,48.57%,48.57%,20,
same,尤诺,共鸣回路,healing,至臻的完满治疗量,至臻的完满治疗量,194.26%,194.26%,20,
same,尤诺,共鸣回路,healing,满月领域周期治疗量,满月领域周期治疗量,32.38%,32.38%,20,
unmapped_official,尤诺,共鸣解放,damage,技能伤害,,,1093.46%,,
unmapped_official,尤诺,变奏技能,damage,技能伤害,,,15.91%*7+47.72%,,
same,奥古斯塔,常态攻击,damage,第一段伤害,第一段伤害,57.46%,57.46%,20,
same,奥古斯塔,常态攻击,damage,第二段伤害,第二段伤害,67.00%*2,67.00%*2,20,
same,奥古斯塔,常态攻击,damage,第三段伤害,第三段伤害,65.61%*3,65.61%*3,20,
same,奥古斯塔,常态攻击,damage,第四段伤害,第四段伤害,64.63%*3,64.63%*3,20,
same,奥古斯塔,常态攻击,damage,重击·鸣铁伤害,重击·鸣铁伤害,46.39%*3,46.39%*3,20,
same,奥古斯塔,常态攻击,damage,空中攻击伤害,空中攻击伤害,59.65%*2,59.65%*2,20,
same,奥古斯塔,常态攻击,damage,闪避反击伤害,闪避反击伤害,67.00%*2,67.00%*2,20,
same,奥古斯塔,常态攻击,damage,空中闪避反击伤害,空中闪避反击伤害,59.65%*2,59.65%*2,20,
same,奥古斯塔,常态攻击,damage,重击·烁雷·后撤伤害,重击·烁雷·后撤伤害,53.68%,53.68%,20,
same,奥古斯塔,常态攻击,damage,重击·烁雷·旋切伤害,重击·烁雷·旋切伤害,141.72%*3,141.72%*3,20,
same,奥古斯塔,常态攻击,damage,重击·烁雷·升拳伤害,重击·烁雷·升拳伤害,178.93%*2,178.93%*2,20,
same,奥古斯塔,常态攻击,damage,闪避反击·重击·鸣铁伤害,闪避反击·重击·鸣铁伤害,46.39%*3,46.39%*3,20,
same,奥古斯塔,常态攻击,damage,闪避反击·烁雷·后撤伤害,闪避反击·烁雷·后撤伤害,53.68%,53.68%,20,
unmapped_official,奥古斯塔,共鸣技能,damage,技能伤害,,,218.70%*3,,
same,奥古斯塔,共鸣回路,damage,共鸣技能·不败恒阳·迅击伤害,共鸣技能·不败恒阳·迅击伤害,139.17%*2,139.17%*2,20,
same,奥古斯塔,共鸣回路,damage,共鸣技能·不败恒阳·跃空伤害,共鸣技能·不败恒阳·跃空伤害,222.67%+27.84%*2,222.67% + 27.84%*2,20,
rounding_equivalent,奥古斯塔,共鸣回路,damage,共鸣技能·不败恒阳·落袭伤害,共鸣技能·不败恒阳·落袭伤害,86.59%+779.24%,43.30%*2 + 779.24%,20,
same,奥古斯塔,共鸣回路,damage,空中闪避反击·不败恒阳·迅击伤害,空中闪避反击·不败恒阳·迅击伤害,139.17%*2,139.17%*2,20,
same,奥古斯塔,共鸣解放,damage,共鸣解放·誓锋不殒伤害,共鸣解放·誓锋不殒伤害,32.99%*2+131.94%*3+32.99%*2+571.7%,32.99%*2 + 131.94%*3 + 32.99%*2 + 571.7%,20,
same,奥古斯塔,共鸣解放,damage,赫日威临·烈阳伤害,赫日威临·烈阳伤害,119.29%,119.29%,20,
same,奥古斯塔,共鸣解放,damage,赫日威临·不朽者之肃伤害,赫日威临·不朽者之肃伤害,238.58%+894.65%+5.97%*10,238.58%+894.65%+ 5.97%*10,20,
unmapped_official,奥古斯塔,变奏技能,damage,技能伤害,,,99.41%*2,,
same,弗洛洛,常态攻击,damage,第一段伤害,第一段伤害,53.45%*2,53.45%*2,20,
same,弗洛洛,常态攻击,damage,第二段伤害,第二段伤害,95.43%,95.43%,20,
same,弗洛洛,常态攻击,damage,第三段伤害,第三段伤害,32.69%*6,32.69%*6,20,
same,弗洛洛,常态攻击,damage,重击伤害,重击伤害,79.85%*2,79.85%*2,20,
same,弗洛洛,常态攻击,damage,谱曲终末伤害,谱曲终末伤害,33.01%*2+12.38%*8+495.10%,33.01%*2 + 12.38%*8 + 495.10%,20,
same,弗洛洛,常态攻击,damage,空中攻击伤害,空中攻击伤害,127.24%,127.24%,20,
same,弗洛洛,常态攻击,damage,闪避反击伤害,闪避反击伤害,121.99%,121.99%,20,
unmapped_official,弗洛洛,共鸣技能,damage,技能伤害,,,105.97%*2,,
same,弗洛洛,共鸣回路,damage,亡与死的乐章伤害,亡与死的乐章伤害,37.88%*4+117.83%*3,37.88%*4 + 117.83%*3,20,
same,弗洛洛,共鸣回路,damage,永不消逝的梦呓伤害,永不消逝的梦呓伤害,23.21%*4+46.41%+324.82%,23.21%*4 + 46.41% + 324.82%,20,
same,弗洛洛,共鸣解放,damage,普攻・赫卡忒第一段伤害,普攻·赫卡忒第一段伤害,27.84%,27.84%,20,
same,弗洛洛,共鸣解放,damage,普攻・赫卡忒第二段伤害,普攻·赫卡忒第二段伤害,13.92%*2,13.92%*2,20,
same,弗洛洛,共鸣解放,damage,强化攻击・弦乐・赫卡忒伤害,强化攻击·弦乐·赫卡忒伤害,104.38%+243.55%,104.38% + 243.55%,20,
same,弗洛洛,共鸣解放,damage,强化攻击・管乐・赫卡忒伤害,强化攻击·管乐·赫卡忒伤害,99.16%+231.37%,99.16% + 231.37%,20,
same,弗洛洛,共鸣解放,damage,强化攻击・彩乐・赫卡忒伤害,强化攻击·彩乐·赫卡忒伤害,104.38%+243.55%,104.38% + 243.55%,20,
unmapped_official,弗洛洛,共鸣解放,damage,谢幕・赫卡忒伤害,,,465.22%,,
same,弗洛洛,变奏技能,damage,致命组歌伤害,致命组歌伤害,80.61%+120.91%,80.61% + 120.91%,20,
same,弗洛洛,变奏技能,damage,永生组歌伤害,永生组歌伤害,596.43%,596.43%,20,
same,露帕,常态攻击,damage,第一段伤害,第一段伤害,22.52%+22.52%+45.04%,22.52% + 22.52% + 45.04%,20,
same,露帕,常态攻击,damage,第二段伤害,第二段伤害,90.08%,90.08%,20,
same,露帕,常态攻击,damage,第三段伤害,第三段伤害,78.84%+13.14%*6,78.84% + 13.14%*6,20,
same,露帕,常态攻击,damage,第四段伤害,第四段伤害,73.87%+73.87%+49.25%*2,73.87% + 73.87% + 49.25%*2,20,
same,露帕,常态攻击,damage,重击伤害,重击伤害,56.36%+56.36%,56.36% + 56.36%,20,
same,露帕,常态攻击,damage,重击·狼咬伤害,重击·狼咬伤害,56.11%+56.11%,56.11% + 56.11%,20,
same,露帕,常态攻击,damage,重击·锐爪伤害,重击·锐爪伤害,72.15%+18.04%*4+96.19%,72.15% + 18.04%*4 + 96.19%,20,
same,露帕,常态攻击,damage,空中攻击第一段伤害,空中攻击第一段伤害,76.73%,76.73%,20,
same,露帕,常态攻击,damage,空中攻击第二段伤害,空中攻击第二段伤害,77.23%+19.31%*4,77.23% + 19.31%*4,20,
same,露帕,常态攻击,damage,空中攻击第三段伤害,空中攻击第三段伤害,28.48%+28.48%,28.48% + 28.48%,20,
same,露帕,常态攻击,damage,空中攻击·焰袭伤害,空中攻击·焰袭伤害,28.48%+28.48%,28.48% + 28.48%,20,
same,露帕,常态攻击,damage,空中下落攻击伤害,空中下落攻击伤害,26.20%+52.39%+26.20%,26.20% + 52.39% + 26.20%,20,
same,露帕,常态攻击,damage,普攻·星灭伤害,普攻·星灭伤害,12.65%*4+118.06%,12.65%*4 + 118.06%,20,
same,露帕,常态攻击,damage,闪避反击伤害,闪避反击伤害,34.18%*4+136.72%,34.18%*4 + 136.72%,20,
unmapped_official,露帕,共鸣技能,damage,技能伤害,,,140.77%,,
same,露帕,共鸣技能,damage,凶噬伤害,凶噬伤害,313.61%,313.61%,20,
same,露帕,共鸣回路,damage,狼舞的决意伤害,狼舞的决意伤害,56.02%+42.02%*4+336.11%,56.02% + 42.02%*4 + 336.11%,20,
same,露帕,共鸣回路,damage,狼舞的决意·极伤害,狼舞的决意·极伤害,75.63%+56.72%*4+453.75%,75.63% + 56.72%*4 + 453.75%,20,
same,露帕,共鸣回路,damage,此刻，让火焰延燃赛场伤害,此刻，让火焰延燃赛场伤害,42.35%+169.40%,42.35% + 169.40%,20,
unmapped_official,露帕,共鸣解放,damage,技能伤害,,,820.44%,,
same,露帕,共鸣解放,damage,破敌伤害,破敌伤害,304.46%,304.46%,20,
unmapped_official,露帕,变奏技能,damage,技能伤害,,,29.76% + 42.16%*4,,
same,露帕,变奏技能,damage,你无法逃离！伤害,你无法逃离！伤害,793.57%+49.60%*4,793.57% + 49.60%*4,20,
same,夏空,常态攻击,damage,第一段伤害,第一段伤害,57.06%,57.06%,20,
same,夏空,常态攻击,damage,第二段伤害,第二段伤害,48.91%+24.46%*2+65.21%,48.91% + 24.46%*2 + 65.21%,20,
same,夏空,常态攻击,damage,第三段伤害,第三段伤害,33.02%*4,33.02%*4,20,
same,夏空,常态攻击,damage,第四段伤害,第四段伤害,61.14%*4,61.14%*4,20,
same,夏空,常态攻击,damage,重击伤害,重击伤害,107.60%,107.60%,20,
same,夏空,常态攻击,damage,瞄准伤害,瞄准伤害,32.61%,32.61%,20,
same,夏空,常态攻击,damage,瞄准完全蓄力伤害,瞄准完全蓄力伤害,73.37%,73.37%,20,
same,夏空,常态攻击,damage,空中攻击第一段伤害,空中攻击第一段伤害,55.43%*2,55.43%*2,20,
same,夏空,常态攻击,damage,空中攻击第二段伤害,空中攻击第二段伤害,24.46%*4,24.46%*4,20,
same,夏空,常态攻击,damage,闪避反击伤害,闪避反击伤害,57.17%*4,57.17%*4,20,
unmapped_official,夏空,共鸣技能,damage,技能伤害,,,40.39%*4,,
same,夏空,共鸣回路,damage,四拍重奏伤害,四拍重奏伤害,31.41%*10+314.03%,31.41%*10 + 314.03%,20,
same,夏空,共鸣解放,damage,即兴的交响诗伤害,即兴的交响诗伤害,1100.42%,1100.42%,20,
same,夏空,共鸣解放,damage,交响诗·主音伤害,交响诗·主音伤害,6.12%*20,6.12%*20,20,
unmapped_official,夏空,变奏技能,damage,技能伤害,,,189.11%,,
same,卡提希娅,常态攻击,damage,第一段伤害,第一段伤害,4.78%,4.78%,20,
same,卡提希娅,常态攻击,damage,第二段伤害,第二段伤害,3.94%+3.94%+5.25%,3.94% + 3.94% + 5.25%,20,
same,卡提希娅,常态攻击,damage,第三段伤害,第三段伤害,4.28%+4.28%+4.28%+4.28%,4.28% + 4.28% + 4.28% + 4.28%,20,
same,卡提希娅,常态攻击,damage,第四段伤害,第四段伤害,2.52%*3+7.54%,2.52%*3 + 7.54%,20,
same,卡提希娅,常态攻击,damage,闪避反击伤害,闪避反击伤害,6.85%+6.85%+6.85%+6.85%,6.85% + 6.85% + 6.85% + 6.85%,20,
