character,skillType,skillTitle,type,label,lv10
爱弥斯,常态攻击,校准无垠,damage,闪避反击·爱弥斯伤害,26.02%*3+52.03%+130.06%
爱弥斯,共鸣技能,共赴长航,damage,合击·突刺·兵装融合伤害,26.92%+40.38%+67.29%
爱弥斯,共鸣技能,共赴长航,damage,合击·突刺·启明之音伤害,16.33%*3+114.28%
爱弥斯,共鸣技能,共赴长航,damage,普攻·机兵第一段伤害,23.20%*3
爱弥斯,共鸣技能,共赴长航,damage,普攻·机兵第二段伤害,18.57%+74.26%
爱弥斯,共鸣技能,共赴长航,damage,普攻·机兵第三段伤害,3.89%*6+81.54%+11.65%
爱弥斯,共鸣技能,共赴长航,damage,普攻·机兵第四段伤害,40.38%+94.21%
爱弥斯,共鸣技能,共赴长航,damage,重击·机兵·一段蓄力伤害,92.83%
爱弥斯,共鸣技能,共赴长航,damage,重击·机兵·二段蓄力伤害,232.00%
爱弥斯,共鸣技能,共赴长航,damage,空中攻击·机兵伤害,73.35%+4.32%*3
爱弥斯,共鸣技能,共赴长航,damage,闪避反击·机兵伤害,9.45%*6+198.44%+28.35%
爱弥斯,共鸣回路,为寂静赋形,damage,光翼共奏·登台伤害,17.90%*4+35.79%*3+178.93%
爱弥斯,共鸣回路,为寂静赋形,damage,光翼共奏·降临伤害,17.90%+14.92%*6+23.86%*3+59.65%*3
爱弥斯,共鸣回路,为寂静赋形,damage,震谐响应·星爆伤害,596.43%
爱弥斯,共鸣回路,为寂静赋形,damage,光翼共奏追加伤害（每次）,109.35%
爱弥斯,共鸣解放,飞至启明之时,damage,星辉破界而来·过载伤害,200.80%+267.74%*3
爱弥斯,共鸣解放,飞至启明之时,damage,星辉破界而来·终结伤害,1789.29%
爱弥斯,变奏技能,航程伊始的预兆,damage,以旋律穿越长空伤害,13.46%*2+107.66%
爱弥斯,变奏技能,航程伊始的预兆,damage,携星辉降临于此伤害,65.30%+97.95%
莫宁,常态攻击,基态校准,damage,普攻第一段伤害,22.27%+16.71%*2
莫宁,常态攻击,基态校准,damage,普攻第二段伤害,23.86%+23.86%+17.90%*4
莫宁,常态攻击,基态校准,damage,普攻第三段伤害,41.36%+10.34%*6
莫宁,常态攻击,基态校准,damage,普攻第四段伤害,135.20%
莫宁,常态攻击,基态校准,damage,普攻·广域观测模式第一段伤害,13.92%*4
莫宁,常态攻击,基态校准,damage,普攻·广域观测模式第二段伤害,25.85%*4
莫宁,常态攻击,基态校准,damage,普攻·广域观测模式第三段伤害,9.31%*4+33.09%*2
莫宁,常态攻击,基态校准,damage,重击伤害,11.10%+11.10%+14.80%
莫宁,常态攻击,基态校准,damage,空中攻击伤害,98.61%
莫宁,常态攻击,基态校准,damage,闪避反击伤害,162.23%
莫宁,常态攻击,基态校准,damage,闪避反击·广域观测模式伤害,25.85%*4
莫宁,共鸣技能,解算,damage,最优求解伤害,179.73%
莫宁,共鸣技能,解算,damage,分布式阵列伤害,39.77%*4
莫宁,共鸣回路,质能等价,damage,谐振场伤害,39.77%*5
莫宁,共鸣回路,质能等价,damage,重击·位势转换伤害,44.14%+99.02%
莫宁,共鸣回路,质能等价,damage,重击·反演伤害,258.46%
莫宁,共鸣回路,质能等价,damage,震谐响应·粒子射流伤害,298.22%
莫宁,共鸣解放,临界协议,damage,技能伤害,522.33%
莫宁,变奏技能,归敛,damage,技能伤害,202.79%
千咲,常态攻击,俱寂,damage,第一段伤害,16.71%*2
千咲,常态攻击,俱寂,damage,第二段伤害,9.55%+19.09%+66.81%
千咲,常态攻击,俱寂,damage,断命之铗伤害,29.81%+14.91%+104.34%
千咲,常态攻击,俱寂,damage,断命之铗额外伤害,47.78%
千咲,常态攻击,俱寂,damage,撤弦伤害,10.15%*2+47.35%
千咲,常态攻击,俱寂,damage,纷裂贯穿伤害,15.11%*4+90.66%
千咲,常态攻击,俱寂,damage,重击伤害,35.79%*2
千咲,常态攻击,俱寂,damage,空中攻击伤害,73.96%
千咲,常态攻击,俱寂,damage,碎响切面伤害,44.74%*2
千咲,常态攻击,俱寂,damage,垂落终焉伤害,11.93%+23.86%*2+59.65%
千咲,常态攻击,俱寂,damage,闪避反击伤害,23.86%+47.72%+167.01%
千咲,常态攻击,俱寂,damage,解弦之眼·收弦伤害,178.93%
千咲,共鸣技能,碎面构图,damage,解弦之眼伤害,35.79%
千咲,共鸣技能,碎面构图,damage,齿轨轮回伤害,17.45%*8
千咲,共鸣技能,碎面构图,damage,齿轨轮回长按伤害,7.46%*16
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第一段伤害,11.49%*6
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第二段伤害,10.64%*8
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第三段伤害,15.98%*8
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·终结伤害,51.54%+206.13%
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第二段长按伤害,10.64%*10
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第二段·折鸣伤害,3.58%*3
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第三段长按伤害,15.98%*6
千咲,共鸣回路,解弦视界·万理归尘,damage,锯环·疾攻第三段·坠响伤害,3.58%*3
千咲,共鸣回路,解弦视界·万理归尘,damage,电锯模式·闪避反击伤害,10.64%*8
千咲,共鸣回路,解弦视界·万理归尘,damage,电锯模式·闪避反击长按伤害,10.64%*10
千咲,共鸣解放,即刻·归无,damage,技能伤害,954.29%
千咲,变奏技能,鸣响·再临,damage,技能伤害,95.43%
仇远,常态攻击,质黑相青,damage,第一段伤害,41.76%
仇远,常态攻击,质黑相青,damage,第二段伤害,34.80%+34.80%
仇远,常态攻击,质黑相青,damage,第三段伤害,24.64%+24.64%+24.64%+24.64%+65.69%
仇远,常态攻击,质黑相青,damage,空中攻击伤害,116.91%
仇远,常态攻击,质黑相青,damage,重击伤害,165.61%
仇远,常态攻击,质黑相青,damage,闪避反击伤害,194.84%+27.84%*3
仇远,共鸣技能,穿林打叶,damage,技能伤害,71.84%*3
仇远,共鸣技能,穿林打叶,damage,不辞远伤害,32.33%+32.33%*3+86.21%
仇远,共鸣回路,裁竹为锋,damage,答剑·质黑相青第一段伤害,59.65%+59.65%
仇远,共鸣回路,裁竹为锋,damage,答剑·质黑相青第二段伤害,55.65%+55.65%+74.20%
仇远,共鸣回路,裁竹为锋,damage,答剑·质黑相青第三段伤害,14.58%+14.58%*4+72.87%
仇远,共鸣回路,裁竹为锋,damage,答剑·质黑相青第四段伤害,172.37%
仇远,共鸣回路,裁竹为锋,damage,答剑·弦歌不缀伤害,91.44%+91.44%+91.44%+91.44%+91.44%
仇远,共鸣回路,裁竹为锋,damage,答剑·割股之心伤害,38.44%*3+31.45%+31.45%+31.45%
仇远,共鸣回路,裁竹为锋,damage,答剑·忠烈死节伤害,217.70%
仇远,共鸣解放,万钧一断,damage,技能伤害,795.24%
仇远,变奏技能,攻其必救,damage,技能伤害,9.55%*5+47.72%+143.15%
嘉贝莉娜,常态攻击,猎魔扳机,damage,普攻第一段伤害,59.18%
嘉贝莉娜,常态攻击,猎魔扳机,damage,普攻第二段伤害,26.31%+26.31%+78.91%
嘉贝莉娜,常态攻击,猎魔扳机,damage,普攻第三段伤害,28.60%+28.60%+42.89%+42.89%
嘉贝莉娜,常态攻击,猎魔扳机,damage,普攻第四段伤害,177.86%
嘉贝莉娜,常态攻击,猎魔扳机,damage,闪避反击·血债将偿伤害,41.05%+41.05%+61.57%+61.57%
嘉贝莉娜,常态攻击,猎魔扳机,damage,空中攻击·枪弹暴雨下落攻击伤害,143.15%
嘉贝莉娜,常态攻击,猎魔扳机,damage,空中攻击·枪弹暴雨持续扫射伤害,26.84%
嘉贝莉娜,常态攻击,猎魔扳机,damage,重击·燧发杀戮第一段伤害,53.30%+53.30%
嘉贝莉娜,常态攻击,猎魔扳机,damage,重击·燧发杀戮第二段伤害,34.59%*2
嘉贝莉娜,常态攻击,猎魔扳机,damage,重击·燧发杀戮第三段伤害,16.77%*3+117.39%
嘉贝莉娜,共鸣技能,边缘翼动,damage,共鸣技能·迫近伤害,10.74%+25.04%
嘉贝莉娜,共鸣技能,边缘翼动,damage,共鸣技能·恶翼扬升伤害,51.57%+51.57%
嘉贝莉娜,共鸣回路,超阈限,damage,地狱穿行伤害,666
嘉贝莉娜,共鸣回路,超阈限,damage,普攻·炽天猎杀第一段伤害,58.99%
嘉贝莉娜,共鸣回路,超阈限,damage,普攻·炽天猎杀第二段伤害,27.84%+27.84%+83.51%
嘉贝莉娜,共鸣回路,超阈限,damage,普攻·炽天猎杀第三段伤害,24.32%*3+170.21%
嘉贝莉娜,共鸣回路,超阈限,damage,普攻·炽天猎杀第四段伤害,18.15%*3+127.02%
嘉贝莉娜,共鸣回路,超阈限,damage,普攻·炽天猎杀第五段伤害,67.28%+156.99%
嘉贝莉娜,共鸣回路,超阈限,damage,重击·炼羽裁决第一段伤害,59.22%+59.22%
嘉贝莉娜,共鸣回路,超阈限,damage,重击·炼羽裁决第二段伤害,38.35%*2
嘉贝莉娜,共鸣回路,超阈限,damage,重击·炼羽裁决第三段伤害,17.69%*3+123.77%
嘉贝莉娜,共鸣回路,超阈限,damage,闪避反击·罪业当涤伤害,32.10%*3+224.70%
嘉贝莉娜,共鸣回路,超阈限,damage,空中攻击·火狱暴雨下落攻击伤害,159.05%
嘉贝莉娜,共鸣回路,超阈限,damage,空中攻击·火狱暴雨持续扫射伤害,29.83%
嘉贝莉娜,共鸣回路,超阈限,damage,共鸣技能·掠袭伤害,10.74%+25.04%
嘉贝莉娜,共鸣解放,炼净,damage,共鸣解放·炼净伤害,110.90%+90.74%*11
嘉贝莉娜,变奏技能,永火上膛,damage,变奏技能·永火上膛伤害,94.12%
尤诺,常态攻击,祭者独步,damage,月环·普攻第一段伤害,87.68%
尤诺,常态攻击,祭者独步,damage,月环·普攻第二段伤害,46.06%*2+47.46%
尤诺,常态攻击,祭者独步,damage,月环·普攻第三段伤害,87.98%*2+90.65%
尤诺,常态攻击,祭者独步,damage,月弓·普攻第一段伤害,126.45%
尤诺,常态攻击,祭者独步,damage,月弓·普攻第二段伤害,55.67%*3
尤诺,常态攻击,祭者独步,damage,月弓·普攻第三段伤害,167.01%*2
尤诺,常态攻击,祭者独步,damage,月弓·闪避反击伤害,103.39%*3
尤诺,共鸣技能,先觉赋格,damage,原初的律动伤害,18.65%*7+130.52%
尤诺,共鸣技能,先觉赋格,damage,告终的喧响伤害,140.73%*2+145.00%
尤诺,共鸣技能,先觉赋格,damage,未终的喧响伤害,140.73%*2+145.00%
尤诺,共鸣技能,先觉赋格,damage,越限的弦引伤害,219.79%*2
尤诺,共鸣回路,于盈亏间涨落,damage,流变·月弓伤害,250.51%
尤诺,共鸣回路,于盈亏间涨落,damage,流变·月环伤害,79.18%*4
尤诺,共鸣回路,于盈亏间涨落,damage,月弓·普攻第一段强化伤害,205.97%
尤诺,共鸣回路,于盈亏间涨落,damage,月弓·普攻第二段强化伤害,95.43%*3
尤诺,共鸣回路,于盈亏间涨落,damage,月弓·普攻第三段强化伤害,266.41%*2
尤诺,共鸣回路,于盈亏间涨落,damage,月弓·闪避反击强化伤害,156.40%*3
尤诺,共鸣回路,于盈亏间涨落,damage,越限的弦引强化伤害,319.19%*2
尤诺,共鸣回路,于盈亏间涨落,damage,至臻的完满伤害,159.05%
尤诺,共鸣解放,溺失月海,damage,技能伤害,1093.46%
尤诺,变奏技能,照我以显,damage,技能伤害,15.91%*7+47.72%
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,第一段伤害,57.46%
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,第二段伤害,67.00%*2
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,第三段伤害,65.61%*3
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,第四段伤害,64.63%*3
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,重击·鸣铁伤害,46.39%*3
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,空中攻击伤害,59.65%*2
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,闪避反击伤害,67.00%*2
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,空中闪避反击伤害,59.65%*2
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,重击·烁雷·后撤伤害,53.68%
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,重击·烁雷·旋切伤害,141.72%*3
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,重击·烁雷·升拳伤害,178.93%*2
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,闪避反击·重击·鸣铁伤害,46.39%*3
奥古斯塔,常态攻击,常态攻击: 逐狩,damage,闪避反击·烁雷·后撤伤害,53.68%
奥古斯塔,共鸣技能,共鸣技能: 斩锋,damage,技能伤害,218.70%*3
奥古斯塔,共鸣回路,共鸣回路: 曜阳如我,damage,共鸣技能·不败恒阳·迅击伤害,139.17%*2
奥古斯塔,共鸣回路,共鸣回路: 曜阳如我,damage,共鸣技能·不败恒阳·跃空伤害,222.67% + 27.84%*2
奥古斯塔,共鸣回路,共鸣回路: 曜阳如我,damage,共鸣技能·不败恒阳·落袭伤害,43.30%*2 + 779.24%
奥古斯塔,共鸣回路,共鸣回路: 曜阳如我,damage,空中闪避反击·不败恒阳·迅击伤害,139.17%*2
奥古斯塔,共鸣解放,共鸣解放：至日的征伐,damage,共鸣解放·誓锋不殒伤害,32.99%*2 + 131.94%*3 + 32.99%*2 + 571.7%
奥古斯塔,共鸣解放,共鸣解放：至日的征伐,damage,赫日威临·烈阳伤害,119.29%
奥古斯塔,共鸣解放,共鸣解放：至日的征伐,damage,赫日威临·不朽者之肃伤害,238.58%+894.65%+ 5.97%*10
奥古斯塔,变奏技能,变奏技能: 灼金的巡行,damage,技能伤害,99.41%*2
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,第一段伤害,53.45%*2
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,第二段伤害,95.43%
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,第三段伤害,32.69%*6
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,重击伤害,79.85%*2
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,谱曲终末伤害,33.01%*2 + 12.38%*8 + 495.10%
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,空中攻击伤害,127.24%
弗洛洛,常态攻击,常态攻击: 生与死的乐章,damage,闪避反击伤害,121.99%
弗洛洛,共鸣技能,共鸣技能: 稍纵即逝的梦呓,damage,技能伤害,105.97%*2
弗洛洛,共鸣回路,共鸣回路: 新世界狂想曲,damage,亡与死的乐章伤害,37.88%*4 + 117.83%*3
弗洛洛,共鸣回路,共鸣回路: 新世界狂想曲,damage,永不消逝的梦呓伤害,23.21%*4 + 46.41% + 324.82%
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,普攻・赫卡忒第一段伤害,27.84%
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,普攻・赫卡忒第二段伤害,13.92%*2
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,强化攻击・弦乐・赫卡忒伤害,104.38% + 243.55%
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,强化攻击・管乐・赫卡忒伤害,99.16% + 231.37%
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,强化攻击・彩乐・赫卡忒伤害,104.38% + 243.55%
弗洛洛,共鸣解放,共鸣解放: 往日深渊的圆舞曲,damage,谢幕・赫卡忒伤害,465.22%
弗洛洛,变奏技能,变奏技能: 致命组歌,damage,致命组歌伤害,80.61% + 120.91%
弗洛洛,变奏技能,变奏技能: 致命组歌,damage,永生组歌伤害,596.43%
露帕,常态攻击,常态攻击: 燃星,damage,第一段伤害,22.52% + 22.52% + 45.04%
露帕,常态攻击,常态攻击: 燃星,damage,第二段伤害,90.08%
露帕,常态攻击,常态攻击: 燃星,damage,第三段伤害,78.84% + 13.14%*6
露帕,常态攻击,常态攻击: 燃星,damage,第四段伤害,73.87% + 73.87% + 49.25%*2
露帕,常态攻击,常态攻击: 燃星,damage,重击伤害,56.36% + 56.36%
露帕,常态攻击,常态攻击: 燃星,damage,重击·狼咬伤害,56.11% + 56.11%
露帕,常态攻击,常态攻击: 燃星,damage,重击·锐爪伤害,72.15% + 18.04%*4 + 96.19%
露帕,常态攻击,常态攻击: 燃星,damage,空中攻击第一段伤害,76.73%
露帕,常态攻击,常态攻击: 燃星,damage,空中攻击第二段伤害,77.23% + 19.31%*4
露帕,常态攻击,常态攻击: 燃星,damage,空中攻击第三段伤害,28.48% + 28.48%
露帕,常态攻击,常态攻击: 燃星,damage,空中攻击·焰袭伤害,28.48% + 28.48%
露帕,常态攻击,常态攻击: 燃星,damage,空中下落攻击伤害,26.20% + 52.39% + 26.20%
露帕,常态攻击,常态攻击: 燃星,damage,普攻·星灭伤害,12.65%*4 + 118.06%
露帕,常态攻击,常态攻击: 燃星,damage,闪避反击伤害,34.18%*4 + 136.72%
露帕,共鸣技能,共鸣技能: 围猎,damage,技能伤害,140.77%
露帕,共鸣技能,共鸣技能: 围猎,damage,凶噬伤害,313.61%
露帕,共鸣回路,共鸣回路: 焰狼宣告,damage,狼舞的决意伤害,56.02% + 42.02%*4 + 336.11%
露帕,共鸣回路,共鸣回路: 焰狼宣告,damage,狼舞的决意·极伤害,75.63% + 56.72%*4 + 453.75%
露帕,共鸣回路,共鸣回路: 焰狼宣告,damage,此刻，让火焰延燃赛场伤害,42.35% + 169.40%
露帕,共鸣解放,共鸣解放: 荣光欢酣于火,damage,技能伤害,820.44%
露帕,共鸣解放,共鸣解放: 荣光欢酣于火,damage,破敌伤害,304.46%
露帕,变奏技能,变奏技能:你在看哪里？,damage,技能伤害,29.76% + 42.16%*4
露帕,变奏技能,变奏技能:你在看哪里？,damage,你无法逃离！伤害,793.57% + 49.60%*4
夏空,常态攻击,四拍的舞曲,damage,第一段伤害,57.06%
夏空,常态攻击,四拍的舞曲,damage,第二段伤害,48.91% + 24.46%*2 + 65.21%
夏空,常态攻击,四拍的舞曲,damage,第三段伤害,33.02%*4
夏空,常态攻击,四拍的舞曲,damage,第四段伤害,61.14%*4
夏空,常态攻击,四拍的舞曲,damage,重击伤害,107.60%
夏空,常态攻击,四拍的舞曲,damage,瞄准伤害,32.61%
夏空,常态攻击,四拍的舞曲,damage,瞄准完全蓄力伤害,73.37%
夏空,常态攻击,四拍的舞曲,damage,空中攻击第一段伤害,55.43%*2
夏空,常态攻击,四拍的舞曲,damage,空中攻击第二段伤害,24.46%*4
夏空,常态攻击,四拍的舞曲,damage,闪避反击伤害,57.17%*4
夏空,共鸣技能,谐律速奏,damage,技能伤害,40.39%*4
夏空,共鸣回路,风与诗乐的交响,damage,四拍重奏伤害,31.41%*10 + 314.03%
夏空,共鸣解放,歌者的三重华彩,damage,即兴的交响诗伤害,1100.42%
夏空,共鸣解放,歌者的三重华彩,damage,交响诗·主音伤害,6.12%*20
夏空,变奏技能,携风吟游,damage,技能伤害,189.11%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,第一段伤害,4.78%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,第二段伤害,3.94% + 3.94% + 5.25%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,第三段伤害,4.28% + 4.28% + 4.28% + 4.28%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,第四段伤害,2.52%*3 + 7.54%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,闪避反击伤害,6.85% + 6.85% + 6.85% + 6.85%
卡提希娅,常态攻击,常态攻击: 以剑奉读此身,damage,重击伤害,2.08%*3 + 6.24%
卡提希娅,共鸣技能,共鸣技能: 此剑以人之名,damage,技能伤害,6.89%*3 + 8.86%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,普攻第一段伤害,6.49%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,普攻第二段伤害,3.63% + 1.82% + 1.82% + 1.82%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,普攻第三段伤害,2.13% + 2.13% + 2.13% + 4.26%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,普攻第四段伤害,2.74%*5
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,普攻第五段伤害,7.20% + 28.80%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,闪避反击伤害,3.20% + 3.20% + 3.20% + 6.39%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,上挑攻击伤害,4.54%*2
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,重击伤害,4.28% + 9.97%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,强化重击伤害,7.78%*2 + 3.89%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,空中攻击第一段伤害,2.99% + 2.99% + 3.08%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,空中攻击第二段伤害,7.39% + 7.39% + 14.77%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,空中攻击第三段伤害,2.20%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,共鸣技能·此剑为潮浪之意伤害,1.86%*4 + 17.36%
卡提希娅,共鸣回路,共鸣回路: 暴风雨,damage,共鸣技能·凭风斩浪破敌伤害,1.86%*2 + 7.03%*3
卡提希娅,共鸣解放,共鸣解放: 听骑士从心祈愿,damage,看潮怒风哮之刃伤害,13.12%*7
卡提希娅,变奏技能,变奏技能: 此剑，为潮水的过去,damage,此剑，为潮水的过去伤害,2.08%*3 + 6.24%
卡提希娅,变奏技能,变奏技能: 此剑，为潮水的过去,damage,此剑，为自由的未来伤害,4.28% + 9.97%
赞妮,常态攻击,例行交涉,damage,第一段伤害,58.85%
赞妮,常态攻击,例行交涉,damage,第二段伤害,79.53%
赞妮,常态攻击,例行交涉,damage,第三段伤害,42.42%*3
赞妮,常态攻击,例行交涉,damage,第四段伤害,67.60%*4
赞妮,常态攻击,例行交涉,damage,突破性进展伤害,61.50% + 17.58%*7
赞妮,常态攻击,例行交涉,damage,重击伤害,41.08%*4
赞妮,常态攻击,例行交涉,damage,空中攻击伤害,104.98%
赞妮,常态攻击,例行交涉,damage,闪避反击伤害,74.23%*3
赞妮,共鸣技能,无眠守望,damage,标准防卫预案伤害,63.94%
赞妮,共鸣技能,无眠守望,damage,精准反击伤害,61.00% + 121.99%
赞妮,共鸣技能,无眠守望,damage,集中压制伤害,86.19% + 28.73% + 172.37%
赞妮,共鸣技能,无眠守望,damage,破袭反击伤害,86.19% + 28.73% + 172.37%
赞妮,共鸣回路,黯夜将明,damage,重斩·破晓伤害,198.81%
赞妮,共鸣回路,黯夜将明,damage,重斩·将明伤害,424.07%
赞妮,共鸣回路,黯夜将明,damage,重斩·终夜伤害,135.20% + 262.43%
赞妮,共鸣回路,黯夜将明,damage,重斩·闪裂伤害,424.07%
赞妮,共鸣解放,晨昏交替之时,damage,重燃伤害,318.52%
赞妮,共鸣解放,晨昏交替之时,damage,终绝将至之刻伤害,191.12% + 1082.96%
赞妮,变奏技能,即刻执行,damage,技能伤害,24.24%*5 + 80.80%
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,第一段伤害,79.53%
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,第二段伤害,36.44%*4
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,第三段伤害,72.57%*2
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,重击伤害,57.18%*2
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,浮潜幻海伤害,53.05%*2
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,空中攻击伤害,41.99% + 62.99%
坎特蕾拉,常态攻击,常态攻击: 虚像陷落,damage,闪避反击伤害,53.01%*4
坎特蕾拉,共鸣技能,幽影共舞,damage,翩跹伤害,73.60%*2
坎特蕾拉,共鸣技能,幽影共舞,damage,斑驳幻梦伤害,196.23%
坎特蕾拉,共鸣技能,幽影共舞,damage,惊醒伤害,198.81%
坎特蕾拉,共鸣回路,虚实之间,damage,蛰幻第一段伤害,35.33%*3
坎特蕾拉,共鸣回路,虚实之间,damage,蛰幻第二段伤害,62.93%*2
坎特蕾拉,共鸣回路,虚实之间,damage,蛰幻第三段伤害,64.62%*4
坎特蕾拉,共鸣回路,虚实之间,damage,暗涌漩涡伤害,41.99% + 62.99%
坎特蕾拉,共鸣回路,虚实之间,damage,感知汲取伤害,667.99%*2
坎特蕾拉,共鸣回路,虚实之间,damage,掠影伤害,75.09%*3
坎特蕾拉,共鸣解放,海面之下,damage,陷溺伤害,376.00%
坎特蕾拉,共鸣解放,海面之下,damage,弥漫伤害,14.54%*21
坎特蕾拉,变奏技能,游弋,damage,点水伤害,42.25%*4
坎特蕾拉,变奏技能,游弋,damage,逐浪伤害,16.90%*3 + 118.30%
菲比,常态攻击,敬请光辉降落,damage,第一段伤害,29.53%
菲比,常态攻击,敬请光辉降落,damage,第二段伤害,22.37% + 27.34%
菲比,常态攻击,敬请光辉降落,damage,第三段伤害,14.24%*8
菲比,常态攻击,敬请光辉降落,damage,重击伤害,41.35%*4
菲比,常态攻击,敬请光辉降落,damage,下落攻击伤害,46.23%*2
菲比,常态攻击,敬请光辉降落,damage,闪避反击伤害,21.58%*8
菲比,常态攻击,敬请光辉降落,damage,夏弥尔之星·闪避反击伤害,43.84%*6
菲比,共鸣技能,追寻光芒之所,damage,技能伤害,62.63%*2
菲比,共鸣技能,追寻光芒之所,damage,【镜之环】反射圣辉伤害,14.92%*2
菲比,共鸣技能,追寻光芒之所,damage,夏弥尔之星第一段伤害,59.35%
菲比,共鸣技能,追寻光芒之所,damage,夏弥尔之星第二段伤害,39.77%*2
菲比,共鸣技能,追寻光芒之所,damage,夏弥尔之星第三段伤害,28.93%*6
菲比,共鸣回路,交错星辉的祝祷,damage,圣祷赦罪伤害,638.19%
菲比,共鸣回路,交错星辉的祝祷,damage,显明告解伤害,187.88%
菲比,共鸣回路,交错星辉的祝祷,damage,重击·星辉伤害,82.69%*3
菲比,共鸣解放,启明之誓愿,damage,技能伤害,401.60%
菲比,变奏技能,金色恩典,damage,技能伤害,198.81%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,第一段伤害,50.53%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,第二段伤害,50.70% + 50.70%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,第三段伤害,22.06%*3 + 33.08%*2
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,第四段伤害,28.02% + 22.42%*5
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,重击伤害,197.55%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,重击·狂想即兴伤害,168.99%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第一段伤害,122.86%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第一段长按伤害,33.25% + 49.87% + 41.56%*6
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第一段空翻伤害,33.80% + 59.15%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第一段斩击伤害,28.17%*3
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第二段伤害,84.92% + 84.92%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第二段长按伤害,32.87%*6
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第二段空翻伤害,33.80% + 59.15%
布兰特,常态攻击,常态攻击: 船长的狂想演出,damage,空中攻击第三段伤害,28.17%*6
